;Playlist Origin;Playlist order;Artist;Track Name;Album Name;Album Release Date;Track Number;Track Popularity;Track Id;Track Duration MS;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Valence;Track_href;Time_signature;uri;Genres
49;MD_Top100_18;50;Robyn;Dancing On My Own;Body Talk Pt. 1;2010-06-11;1;53;3Rc2ajBMInxeNGVkMPC92Y;285973;0.68;0.874;6;-4.676;1;0.0339;0.0659;0.245;0.096;0.255;117.014;0.255;https://api.spotify.com/v1/tracks/3Rc2ajBMInxeNGVkMPC92Y;4;spotify:track:3Rc2ajBMInxeNGVkMPC92Y;['dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish pop']
50;MD_Top100_18;51;Joe Ghost;Believe in You;Begin Again;2018-04-27;1;29;1jUygpY3EjuEQDgcU3Du7C;203225;0.631;0.874;7;-4.381;0;0.0937;0.0622;0.0158;0.0907;0.181;123.961;0.181;https://api.spotify.com/v1/tracks/1jUygpY3EjuEQDgcU3Du7C;4;spotify:track:1jUygpY3EjuEQDgcU3Du7C;[]
51;MD_Top100_18;52;Dan + Shay;Speechless;Speechless;2018-05-18;1;79;7q7jyVU0f0hnod8tsaUmxg;212745;0.631;0.44;1;-5.948;1;0.028;0.328;0.0;0.239;0.418;136.033;0.418;https://api.spotify.com/v1/tracks/7q7jyVU0f0hnod8tsaUmxg;4;spotify:track:7q7jyVU0f0hnod8tsaUmxg;['contemporary country']
52;MD_Top100_18;53;Drake;Nonstop;Scorpion;2018-06-29;1;35;2Vx8E3K5icPZR7OCklWBXX;238613;0.909;0.405;6;-8.133;0;0.14;0.0306;0.00698;0.105;0.455;154.984;0.455;https://api.spotify.com/v1/tracks/2Vx8E3K5icPZR7OCklWBXX;4;spotify:track:2Vx8E3K5icPZR7OCklWBXX;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']
53;MD_Top100_18;54;Chris Young;It Takes A Man;The Man I Want To Be;2009-08-27;1;41;1q6007cAWehlD8OuRqrbhH;212480;0.448;0.508;2;-6.65;1;0.0362;0.522;0.0;0.126;0.233;151.757;0.233;https://api.spotify.com/v1/tracks/1q6007cAWehlD8OuRqrbhH;4;spotify:track:1q6007cAWehlD8OuRqrbhH;['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
54;MD_Top100_18;55;Danny Ocean;Me Rehúso;Me Rehúso;2017-06-16;1;83;6De0lHrwBfPfrhorm9q1Xl;205714;0.744;0.804;1;-6.327;1;0.0677;0.0231;0.0;0.0494;0.426;104.823;0.426;https://api.spotify.com/v1/tracks/6De0lHrwBfPfrhorm9q1Xl;4;spotify:track:6De0lHrwBfPfrhorm9q1Xl;['dance pop', 'latin', 'latin hip hop', 'latin pop', 'pop', 'reggaeton', 'tropical']
55;MD_Top100_18;56;Chris Stapleton;Hard Livin';From A Room: Volume 2;2017-12-01;1;58;6SYasTzcB2CZlJfkEO7ZrS;179226;0.544;0.634;2;-9.769;1;0.0276;0.00193;0.135;0.103;0.89;92.837;0.89;https://api.spotify.com/v1/tracks/6SYasTzcB2CZlJfkEO7ZrS;4;spotify:track:6SYasTzcB2CZlJfkEO7ZrS;['contemporary country']
56;MD_Top100_18;57;Brothers Osborne;I Don't Remember Me (Before You);Port Saint Joe;2018-04-20;1;61;6xrREPyyC5KESDhWfwqHiN;192680;0.614;0.614;4;-7.497;0;0.0314;0.104;3.59e-05;0.104;0.598;146.03;0.598;https://api.spotify.com/v1/tracks/6xrREPyyC5KESDhWfwqHiN;4;spotify:track:6xrREPyyC5KESDhWfwqHiN;['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']
57;MD_Top100_18;58;Kaleo;Broken Bones;A/B;2016-06-10;1;62;0lwUIYJfWGB8qUEAJtYfb6;245960;0.779;0.486;5;-7.205;1;0.193;0.802;5.76e-05;0.0992;0.654;123.993;0.654;https://api.spotify.com/v1/tracks/0lwUIYJfWGB8qUEAJtYfb6;4;spotify:track:0lwUIYJfWGB8qUEAJtYfb6;['icelandic indie', 'modern alternative rock', 'modern rock']
58;MD_Top100_18;59;Brett Young;Sleep Without You;Cottage Music: Country Party;2018-07-27;1;10;2N6R7KQCDWaaJwPe2aJ5KJ;186573;0.546;0.714;10;-5.743;1;0.05;0.0145;0.0;0.0667;0.613;177.053;0.613;https://api.spotify.com/v1/tracks/2N6R7KQCDWaaJwPe2aJ5KJ;4;spotify:track:2N6R7KQCDWaaJwPe2aJ5KJ;['contemporary country']
59;MD_Top100_18;60;Arkells;Knocking At The Door;Knocking At The Door;2017-04-07;1;1;1nd0ykq62wWcV8l3B50jQe;222346;0.367;0.697;4;-5.345;0;0.0414;0.00979;6.98e-06;0.274;0.39;79.058;0.39;https://api.spotify.com/v1/tracks/1nd0ykq62wWcV8l3B50jQe;4;spotify:track:1nd0ykq62wWcV8l3B50jQe;['canadian indie', 'canadian rock', 'deep new americana']
60;MD_Top100_18;61;Leon Bridges;Bet Ain't Worth the Hand;Good Thing;2018-05-04;1;61;0VBBWt0uJxXNVb624WtOnC;185893;0.546;0.539;4;-5.588;1;0.0346;0.777;0.0;0.124;0.286;119.637;0.286;https://api.spotify.com/v1/tracks/0VBBWt0uJxXNVb624WtOnC;4;spotify:track:0VBBWt0uJxXNVb624WtOnC;['modern blues', 'soul']
61;MD_Top100_18;62;Luke Bryan;Bad Lovers;What Makes You Country;2017-12-08;1;51;21IMqScnogU0bv1v7DxwBa;216546;0.714;0.713;11;-4.297;1;0.0288;0.352;0.0;0.101;0.569;125.025;0.569;https://api.spotify.com/v1/tracks/21IMqScnogU0bv1v7DxwBa;4;spotify:track:21IMqScnogU0bv1v7DxwBa;['contemporary country', 'country', 'country road']
62;MD_Top100_18;63;Joe Ghost;Can't Forget You;Begin Again;2018-04-27;1;7;5ubg9uwhJti4rFk9GMbj75;172875;0.611;0.701;5;-3.455;0;0.134;0.0571;2.02e-05;0.128;0.663;159.987;0.663;https://api.spotify.com/v1/tracks/5ubg9uwhJti4rFk9GMbj75;4;spotify:track:5ubg9uwhJti4rFk9GMbj75;[]
