;Playlist Origin;Playlist order;Artist;Track Name;Album Name;Album Release Date;Track Number;Track Popularity;Track Id;Track Duration MS;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Valence;Track_href;Time_signature;uri;Genres
51;LB_Top100_18;52;Disiz La Peste;Tu Brilles;Extra-Lucide;2012-01-01;1;27;4rozkLksvKGExNmeBFud3u;204173;0.768;0.91;5;-3.002;1;0.102;0.121;1.38e-05;0.216;0.628;90.018;0.628;https://api.spotify.com/v1/tracks/4rozkLksvKGExNmeBFud3u;4;spotify:track:4rozkLksvKGExNmeBFud3u;['french hip hop', 'rap conscient', 'trap francais']
52;LB_Top100_18;53;Psy 4 De La Rime;Inaya;Les Cités D'Or;2008-01-01;1;41;53ZwOKV5YWCqsLOqLnOLRd;301346;0.527;0.49;2;-5.965;0;0.0404;0.742;0;0.259;0.436;85.325;0.436;https://api.spotify.com/v1/tracks/53ZwOKV5YWCqsLOqLnOLRd;4;spotify:track:53ZwOKV5YWCqsLOqLnOLRd;['francoton', 'french hip hop', 'french pop', 'french reggae', 'rap conscient', 'trap francais']
53;LB_Top100_18;54;Fat Joe;All The Way Up (Remix);All The Way Up (Remix) (feat. French Montana & Infared) - Single;2016-05-27;1;66;2AYTGaclgKXACh13nJRVcV;284830;0.564;0.717;10;-6.403;0;0.397;0.097;0;0.493;0.423;117.489;0.423;https://api.spotify.com/v1/tracks/2AYTGaclgKXACh13nJRVcV;5;spotify:track:2AYTGaclgKXACh13nJRVcV;['dance pop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap music']
54;LB_Top100_18;55;La Fouine;Papa;La Fouine et Laouni;2011-06-27;1;36;3jWXMmvhvNI1p31vwBoA9e;266533;0.623;0.827;7;-5.438;1;0.266;0.592;0;0.173;0.529;79.539;0.529;https://api.spotify.com/v1/tracks/3jWXMmvhvNI1p31vwBoA9e;4;spotify:track:3jWXMmvhvNI1p31vwBoA9e;['arabic hip hop', 'francoton', 'french hip hop', 'french pop', 'trap francais']
55;LB_Top100_18;56;Damso;60 années;Lithopédion;2018-06-15;1;58;3mqq0Z92V15UZX4veTK1C3;178880;0.717;0.705;6;-10.025;1;0.0704;0.181;1.17e-06;0.0622;0.306;124.022;0.306;https://api.spotify.com/v1/tracks/3mqq0Z92V15UZX4veTK1C3;4;spotify:track:3mqq0Z92V15UZX4veTK1C3;['belgian hip hop', 'french hip hop', 'rap conscient', 'trap francais']
56;LB_Top100_18;57;Lartiste;Chocolat (feat. Awa Imani);Clandestino;2016-12-09;1;63;4fwtP5khM1iEoa6BP1QQsX;235021;0.729;0.679;2;-5.456;0;0.0568;0.0822;0;0.1;0.75;108.964;0.75;https://api.spotify.com/v1/tracks/4fwtP5khM1iEoa6BP1QQsX;4;spotify:track:4fwtP5khM1iEoa6BP1QQsX;['francoton', 'french hip hop', 'rap maroc', 'trap francais']
57;LB_Top100_18;58;The Collapsable Hearts Club;Easy Street (feat. Jim Bianco & Petra Haden);Easy Street (feat. Jim Bianco & Petra Haden);2016-11-04;1;46;4NmWUWHsglLlJXvq1pGNsk;105000;0.677;0.804;0;-0.611;1;0.266;0.381;2.88e-05;0.0336;0.951;176.098;0.951;https://api.spotify.com/v1/tracks/4NmWUWHsglLlJXvq1pGNsk;4;spotify:track:4NmWUWHsglLlJXvq1pGNsk;[]
58;LB_Top100_18;59;Sexion D'Assaut;Ma direction;L'Apogée;2012-11-19;1;56;6tFJdAZGXGsHTdMKmc1NjR;263533;0.865;0.763;4;-5.482;0;0.197;0.0783;0;0.105;0.683;106.977;0.683;https://api.spotify.com/v1/tracks/6tFJdAZGXGsHTdMKmc1NjR;4;spotify:track:6tFJdAZGXGsHTdMKmc1NjR;['francoton', 'french hip hop', 'french pop', 'rap conscient', 'trap francais']
59;LB_Top100_18;60;Dub Inc.;Rude Boy;Diversité;2003-09-01;1;53;1OR5HVQgKpCZn2JNIwTKmq;311480;0.821;0.768;9;-6.156;0;0.17;0.293;0;0.0963;0.951;73.951;0.951;https://api.spotify.com/v1/tracks/1OR5HVQgKpCZn2JNIwTKmq;4;spotify:track:1OR5HVQgKpCZn2JNIwTKmq;['french reggae']
60;LB_Top100_18;61;Bijelo Dugme;Evo zaklecu se;Ima neka tajna veza;2004;1;25;6XdrhQQWXEvw3KlTPtQkc3;356026;0.506;0.337;7;-13.675;1;0.0294;0.146;6.93e-05;0.182;0.196;111.172;0.196;https://api.spotify.com/v1/tracks/6XdrhQQWXEvw3KlTPtQkc3;4;spotify:track:6XdrhQQWXEvw3KlTPtQkc3;['croatian pop', 'croatian rock', 'turbo folk', 'yugoslav rock']
61;LB_Top100_18;62;Camila Cabello;Havana;Camila;2018-01-12;1;88;1rfofaqEpACxVEHIZBJe6W;217306;0.765;0.523;2;-4.333;1;0.03;0.184;3.56e-05;0.132;0.394;104.988;0.394;https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W;4;spotify:track:1rfofaqEpACxVEHIZBJe6W;['dance pop', 'pop', 'post-teen pop', 'r&b']
